Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
E Charnockite,2653,27,27,Pb/Pb,Metamorphic,"8-pt regression, MSWD=2.3","Garnet, K-Feldspar, Whole Rock",TIMS,Minimum Estimate,Grenville Province,QC,47.56869,-77.15192,On Hwy 17 between Val D'or and Mont Laurier. Coordinates approximated from small sketch map in report.,Grenville Front Tectonic Zone - X terrane,Metamorphic,Granite gneiss,"Philippe, S., Gariepy, C., Doig, R. and Childe, F., 1990. U-Pb geochronology of late Archean monazites south of the Grenville Front, western Quebec; in Abitibi-Grenville Transect, Lithoprobe, Programme et Resumes, 1990, Montreal, not paginated OR/OU Gariepy, C., Verner, D. and Doig, R., 1990. Dating Archean metamorphic minerals southeast of the Grenville Front, western Quebec, using Pb isotopes; Geology, v. 18, p. 1078-1081",GSCdatabase,,,,,,
WN-55-70,975,40,40,K/Ar,Metamorphic,"Concentrate = ""relatively clean ... no biotite, trace chlorite impurity""",Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,QC,48.35837,-71.0562,Roadcut 152 m W of junction of Hwy 16A and road to Laterriere,Allochthonous Polycyclic Belt - Chicoutimi,Metamorphic,coarse-grained foliated granitic gneiss,"Stevens, R.D., Delabio, R.N. and Lachance, G.R., 1982. Age determinations and geological studies, K-Ar isotopic ages, Report 15; Geological Survey of Canada, Paper 81-2, p. 1-56",GSCdatabase,,,,,,
Ban 34,963,3,3,Ar/Ar,Metamorphic,"Plateau age, 69.4% gas release. Reported as 959 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.97062,-77.97893,SW of Bancroft. Coordinates approximated from regional-scale sketch map in report.,"Bancroft Terrane, Central Gneiss belt - Bancroft",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Mezger, K. and van der Pluijm, B.A., 1995. Constraints on the duration of tectonic processes: protracted extension and deep-crustal rotation in the Grenville orogen; Geology, v. 23, p. 361-364",GSCdatabase,,,,,,
Ban 42,986,3,3,Ar/Ar,Metamorphic,"Plateau age, 47.7%. Reported as 981 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,44.83867,-78.30505,SW of Bancroft. Coordinates approximated from regional-scale sketch map in report.,"Bancroft Terrane, Central Gneiss belt - Bancroft",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Mezger, K. and van der Pluijm, B.A., 1995. Constraints on the duration of tectonic processes: protracted extension and deep-crustal rotation in the Grenville orogen; Geology, v. 23, p. 361-364",GSCdatabase,,,,,,
Ban 39,1000,2,2,Ar/Ar,Metamorphic,"Plateau age, 85.64%. Reported as 995 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.95645,-78.19754,SW of Bancroft. Coordinates approximated from regional-scale sketch map in report.,"Bancroft Terrane, Central Gneiss belt - Bancroft",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Mezger, K. and van der Pluijm, B.A., 1995. Constraints on the duration of tectonic processes: protracted extension and deep-crustal rotation in the Grenville orogen; Geology, v. 23, p. 361-364",GSCdatabase,,,,,,
Ban 44,1001,2,2,Ar/Ar,Metamorphic,"Plateau age, 61.27%. Reported as 996 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.85784,-78.21476,SW of Bancroft. Coordinates approximated from regional-scale sketch map in report.,"Bancroft Terrane, Central Gneiss belt - Bancroft",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Mezger, K. and van der Pluijm, B.A., 1995. Constraints on the duration of tectonic processes: protracted extension and deep-crustal rotation in the Grenville orogen; Geology, v. 23, p. 361-364",GSCdatabase,,,,,,
Ban 36,985,3,3,Ar/Ar,Metamorphic,"Plateau age, 54.58%. Reported as 980 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.97756,-78.02504,SW of Bancroft. Coordinates approximated from regional-scale sketch map in report.,"Bancroft Terrane, Central Gneiss belt - Bancroft",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Mezger, K. and van der Pluijm, B.A., 1995. Constraints on the duration of tectonic processes: protracted extension and deep-crustal rotation in the Grenville orogen; Geology, v. 23, p. 361-364",GSCdatabase,,,,,,
MR86-8A,963,8,8,Ar/Ar,Metamorphic,"Preferred age on near plateau-steps over 97.9% gas release. Reported as 957 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 958 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,46.35838,-79.41648,North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
SSA-14,994,8,8,Ar/Ar,Metamorphic,"Plateau age, 85.6% gas release. Reported as 988 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 1003 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.30005,-78.98313,Huntsville area. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
MIN86-3A,978,6,6,Ar/Ar,Metamorphic,"Plateau age, 66.4% gas release. Reported as 972 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 986 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.03339,-78.78312,50 km W of Bancroft. Location approximate.,"Central Metasedimentary Belt, Boundary Zone - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
GFZ 27,1025,0,0,Ar/Ar,Metamorphic,"Spectra disturbed (u-shaped); age is minimum apparent age, which provides upper age constraint. Reported as 1020 Ma to flux monitor MMhb-1=520.0 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998). Error not reported.",Hornblende,Ar Furnace-Step,Minimum Estimate,Grenville Province,QC,47.40841,-77.01637,Southwestern Quebec. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front Zone - unknown,Metamorphic,not reported,"Martignole, J. and Reynolds, P., 1997. 40Ar / 39Ar thermochronology along a western Quebec transect of the Grenville Province, Canada; Journal Of Metamorphic Geology, v. 15, p. 283-296",GSCdatabase,,,,,,
GF-8,1120,5,5,Ar/Ar,Metamorphic,"Plateau age, cas. 65% gas release. Spectra is saddle shaped, with plateau occurring at base of saddle. Reported as 1112 Ma to flux monitor MMhb-1=519 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,45.98337,-81.22905,"E shore of Mill Lake, on Philip Edward Island, Georgian Bay. Coordinates approximated from undatumed sketch map in report.",Grenville Front Tectonic Zone - unknown,Metamorphic,from quartzite-pelite-amphibolite assemblage,"Haggart, M.J., Jamieson, R.A., Reynolds, P.H., Krogh, T.E., Beaumont, C. and Culshaw, N.G., 1993. Last gasp of the Grenville Orogeny: Thermonchronology of the Grenville Front Tectonic Zone near Killarney, Ontario; Journal of Geology, v. 101, p. 575-589",GSCdatabase,,,,,,
MIN86-4A,954,6,6,Ar/Ar,Metamorphic,"Plateau age, 59.1% gas release. Reported as 948 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 967 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.01673,-78.84979,Approx. 60 km W of Bancroft. Location approximate.,"Central Gneiss Belt, Muskoka Domain - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
CHF-2,1012,8,8,Ar/Ar,Metamorphic,"Plateau age, 56.6% gas release. Reported as 1006 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 1024 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.42091,-79.23598,No topographic reference given in report; located by UTM in appendix,"Central Gneiss Belt, Novar subdomain - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977 OR/OU Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-26",GSCdatabase,,,,,,
FKL-6,1008,8,8,Ar/Ar,Metamorphic,"Plateau age, 50.5% gas release. Reported as 1002 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 1003 Ma (recalc'd)",Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,ON,45.32089,-79.07898,E of Huntsville. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
RDT-3,977,8,8,Ar/Ar,Metamorphic,"Plateau age, 68.9% gas release. Reported as 971 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 985 Ma (recalc'd)",Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,ON,45.24958,-78.94818,No topographic reference given in report; located by UTM in appendix,"Central Gneiss Belt, Muskoka Domain - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977 OR/OU Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-26",GSCdatabase,,,,,,
CZ-410-68,955,40,40,K/Ar,Metamorphic,"Reported as 944 Ma; recalibrated to IUGS (1977) decay constants. Concentrate = ""clean ... trace biotite contamination""",Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,QC,48.4834,-75.58294,"Near Lac aux Cedres, Bernier Twp.",Parauthochthonous Belt - unknown,Metamorphic,narrow band of hornblende gneiss in a granitoid unit,"Wanless, R.K., Stevens, R.D., Lachance, G.R. and Delabio, R.N., 1973. Isotopic ages - Report 11; Age determinations and geological studies. Geological Survey of Canada, Paper 73-2, p. 8-114",GSCdatabase,,,,,,
E-GFTZ 91,1048,8,8,Ar/Ar,Metamorphic,"Plateau age, 50% gas release. Reported as 1043 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.88893,-81.1332,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
E-GFTZ 94,1124,8,8,Ar/Ar,Metamorphic,"Incomplete spectra due to vacuum problem. Age is mean of apparent ages over most (80%) of gas release. Reported as 1118 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.92087,-81.07904,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
E-GFTZ 102,1025,5,5,Ar/Ar,Metamorphic,"Plateau age, 92% gas release. Reported as 1020 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.93337,-80.99709,Approx. 1 km N of N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
E-GFTZ 103,996,5,5,Ar/Ar,Metamorphic,"Single grain analysis. Plateau age, ~70% gas release. Reported as 991 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.91671,-80.9957,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,megacrystic monzonite orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
SSA-4,989,8,8,Ar/Ar,Metamorphic,"Plateau age, 56.0% gas release. Reported as 983 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 992 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.90005,-79.79983,NW of Huntsville. Location approximate.,"Central Gneiss Belt, Parry Sound Domain - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
SSA-5,1005,8,8,Ar/Ar,Metamorphic,"Plateau age, 65.2% gas release. Reported as 999 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 1009 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.90005,-79.78316,NW of Huntsville. Location approximate.,"Central Gneiss Belt, Parry Sound Domain - unknown",Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
SSA-7A,976,8,8,Ar/Ar,Metamorphic,"Plateau age, 70.9% gas release. Reported as 970 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 982 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.61672,-79.4165,NNW of Huntsville. Location approximate.,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
SSA-8A,936,8,8,Ar/Ar,Metamorphic,"Plateau age, 49.8% gas release. Reported as 930 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 948 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.35005,-79.13314,NE of Huntsville. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
HL86-2C,943,6,6,Ar/Ar,Metamorphic,"Plateau age, 63.1% gas release. Reported as 937 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 9427 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
SSA-10B,1001,8,8,Ar/Ar,Metamorphic,"Plateau age, 61.4% gas release. Reported as 995 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 1003 Ma (recalc'd)",Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.50006,-78.24977,Approx. 50 km WSE of Pembroke. Location approximate.,Central Gneiss Belt - unknown,Metamorphic,amphibolite,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
